{'rar': 0.1, 'alpha': 0.1, 'gamma': 0.1, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9967950497192546}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.000144846431713}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AAPL', 'perf': 0.9987755814798625}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AMZN', 'perf': 0.9943651086693576}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9997473751822051}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0013202329417066}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 40, 'ticker': 'SPY', 'perf': 0.9998281372311252}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.0013722940171184}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.0013222032978342}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AAPL', 'perf': 0.99949619080072}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AMZN', 'perf': 1.0014230783921771}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0003308178771715}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.0003887579537565}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0004356671984027}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.0011961225519377}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0009730670609593}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.001984823613921}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.9978080238346848}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 80, 'ticker': 'DJIA', 'perf': 0.9998975667906164}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.000508863546922}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0001652097897706}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 80, 'ticker': 'VGT', 'perf': 0.9996637520053214}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.7, 'epochs': 80, 'ticker': 'XLI', 'perf': 0.9993812161934527}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AAPL', 'perf': 0.9997678328199971}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9959407188602133}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0001586802237312}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0007076068644403}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 20, 'ticker': 'SPY', 'perf': 0.9996870438629653}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 20, 'ticker': 'VGT', 'perf': 0.999697853368503}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 20, 'ticker': 'XLI', 'perf': 0.998854086731924}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.002636894721491}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AMZN', 'perf': 0.9992527469729184}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9996731249407754}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 40, 'ticker': 'QQQ', 'perf': 0.9983939138009563}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.0010509949593012}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.0003271618623337}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.0007701435549976}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AAPL', 'perf': 0.9994329574319267}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9955480577023464}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0014288763477257}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.0006858957068505}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.000860262835354}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 60, 'ticker': 'VGT', 'perf': 0.999726665398158}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0003832750004684}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.0009377209368617}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AMZN', 'perf': 1.0012615067289699}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.0011100003572637}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 80, 'ticker': 'QQQ', 'perf': 0.9997225128343451}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.000905919845912}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 80, 'ticker': 'VGT', 'perf': 0.9994787126146241}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.8, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.0004190233768173}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0004128811441098}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AMZN', 'perf': 1.0009694299792464}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0016626395964463}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 20, 'ticker': 'QQQ', 'perf': 0.9990504220631347}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0010251713581466}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.001132362516605}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.000190327350315}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.001138974654737}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.002697571968781}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 40, 'ticker': 'DJIA', 'perf': 1.0008624716470491}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0006931474987952}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.000307673922682}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.0011832483490477}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.0008085309476131}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AAPL', 'perf': 0.9987007567426744}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AMZN', 'perf': 1.0012594695763992}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 60, 'ticker': 'DJIA', 'perf': 0.9998540976066905}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 60, 'ticker': 'QQQ', 'perf': 0.9993494965752969}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0007686877161897}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.000038378217024}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 60, 'ticker': 'XLI', 'perf': 0.9990109116771793}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.0007493140043173}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.9944365363313427}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 80, 'ticker': 'DJIA', 'perf': 0.9998766224033049}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 80, 'ticker': 'QQQ', 'perf': 0.9993682804851622}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0005015342020869}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 80, 'ticker': 'VGT', 'perf': 1.0001221259978599}
{'rar': 0.4, 'alpha': 0.3, 'gamma': 0.9, 'epochs': 80, 'ticker': 'XLI', 'perf': 0.9996177169701844}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0019671911414767}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AMZN', 'perf': 1.0014028341885128}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 20, 'ticker': 'DJIA', 'perf': 0.9995572482728873}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 20, 'ticker': 'QQQ', 'perf': 0.9995388744688278}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0009126280572944}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 20, 'ticker': 'VGT', 'perf': 0.9997614912080108}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.001184768571375}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.0021815653822086}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AMZN', 'perf': 0.9960932506588913}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9998371100085294}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0004541390486879}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 40, 'ticker': 'SPY', 'perf': 0.9999438940464117}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.0012177337562476}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 40, 'ticker': 'XLI', 'perf': 0.9979664601620841}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.0030193343647265}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AMZN', 'perf': 1.002058033383838}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'DJIA', 'perf': 0.9993954819099631}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'QQQ', 'perf': 0.9999958965469973}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0005766651653527}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'VGT', 'perf': 0.997503478216849}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0011951187557317}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.0025036223026236}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.9977246279013509}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.001548737248199}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'QQQ', 'perf': 0.9994953283425675}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0000670118182013}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'VGT', 'perf': 0.9994600079252719}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'XLI', 'perf': 0.9993241498062848}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AAPL', 'perf': 0.9978578905786147}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9975372098649117}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0003860132812044}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'QQQ', 'perf': 0.9997207706355489}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0009507132244655}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'VGT', 'perf': 0.9974235796044698}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'XLI', 'perf': 0.9995731157236709}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AAPL', 'perf': 0.9985110943931946}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.002943685463643}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'DJIA', 'perf': 1.000791627884563}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'QQQ', 'perf': 0.9998358353489487}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.000280313859937}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.001366943585679}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'XLI', 'perf': 0.9988653353047969}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.002055004252371}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9999657503724171}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0005522170537888}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'QQQ', 'perf': 0.9998327312282504}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0009445221880617}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.001054104819578}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0006703662804841}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AAPL', 'perf': 0.9986966601189909}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.996394367273144}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.0011892211317612}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.0021653496999796}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0004012976572982}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'VGT', 'perf': 1.0002717722409489}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.000138202099983}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AAPL', 'perf': 0.9989223991867172}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AMZN', 'perf': 1.0035848792350495}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0010675967548575}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0010110766700124}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0007599258682387}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.0008213654161382}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.000692245784125}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.0008526829581397}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AMZN', 'perf': 0.9951696566124698}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'DJIA', 'perf': 1.0012304540914105}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0004936259401909}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.0005432345729957}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'VGT', 'perf': 0.9997936898076463}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'XLI', 'perf': 0.9993131819798234}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.0044128377236745}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9982439744846637}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'DJIA', 'perf': 0.9997936408246028}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'QQQ', 'perf': 0.9992102533263173}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0000081994829255}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'VGT', 'perf': 0.9979566152455007}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.000288176832806}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.00224938621439}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.9992723545664044}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.0004679210730756}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.000166490530663}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'SPY', 'perf': 0.9993906674519694}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'VGT', 'perf': 0.9987273304925719}
{'rar': 0.4, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.0002058432686374}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.001500166602322}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AMZN', 'perf': 1.0012490291694787}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0003216862538145}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0006857188338762}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'SPY', 'perf': 0.9999093588084684}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.0013815459866529}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.0002730913923155}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AAPL', 'perf': 0.9992283716675994}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.0005676016348148}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'DJIA', 'perf': 1.0000560660539906}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0008410133052696}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.000095290745229}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'VGT', 'perf': 0.9969778441514457}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.0015757173070807}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.0041010601193685}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AMZN', 'perf': 1.000602615194612}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0010644053881035}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'QQQ', 'perf': 0.9996492166738149}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'SPY', 'perf': 0.9990605943294522}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.0019058271697174}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'XLI', 'perf': 0.9990720956783766}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AAPL', 'perf': 0.9990736155724556}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AMZN', 'perf': 1.0026727441718342}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.0002892261569596}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.0005992986986572}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'SPY', 'perf': 0.9999281829734945}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'VGT', 'perf': 1.0003489039907416}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'XLI', 'perf': 0.9998164854292609}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0003387077134525}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9979623381418624}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0015461426514491}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'QQQ', 'perf': 0.9998283801530834}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'SPY', 'perf': 0.9991884620772659}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.0012515121733232}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.0009496902431265}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AAPL', 'perf': 0.9980028581973537}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AMZN', 'perf': 0.9968893953476528}
{'rar': 0.4, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'DJIA', 'perf': 1.000204368112488}
